"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Perdana Mulia Masrur Valasindo","Jl. Raya Kuta Pariwisata, Dusun Baturiti II, Desa Kuta Kecamatan Pujut Lombok Tengah","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/20/Dpr/Srt/B","01/24/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0837.009/0112","",""
"PT Mulia Bumi Arta","Jl. Margo Utomo No. 53, Yogyakarta, DIY","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/93/Yk/Srt/B","01/21/2020","","KPwBI Provinsi DI Yogyakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0427.003/0011","",""
"KSP Indosurya Cipta","Grha Surya Lt. 2, Taman Perkantoran Kuningan, Jl. Setiabudi Selatan I Kav. 9, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/275/Jkt/4","01/20/2020","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0004","",""
"PT Cahaya Nabila Valutama","Pondok Indah Mall 2, Lantai Dasar/Basement No. B1-03, Jl. Metro Pondok Indah, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/51/Jkt/Srt/B","01/16/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0961.002/0374","",""
"PT Bluepay Digital Internasional","Gedung Midpoint Place Lantai 19, Jl. Fachrudin No. 26, Tanah Abang, Jakarta 10250","(021)50881090","QRIS","QRIS","22/26/DKSP/Srt/B ","01/13/2020","","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","partner.id@mart.blue","https://id.mart.blue/id#who"
"PT Bank OCBC NISP, Tbk","OCBC NISP Tower Jl. Prof. Dr. Satrio Kav. 25, Jakarta 12940","1500999","QRIS","QRIS","22/25/DKSP/Srt/B ","01/13/2020","ONe Mobile","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","","https://www.ocbcnisp.com/personal-banking/contact-"
"PT Bank KEB Hana Indonesia (d/h PT Bank Hana)","Mangkuluhur City Tower 1, Jl. Jend. Gatot Subroto Kav. 1-3, Kel. Karet, Semanggi, Kec. Setiabudi, Jakarta Selatan","1500021","QRIS","QRIS","22/24/DKSP/Srt/B ","01/13/2020","MyHana Mobile Banking","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","","https://www.hanabank.co.id"
"PT Bali Merta Sedana","Jl. Raya Lodtunduh No. 30 Br. Abian Semal Ubud Kab. Gianyar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/59B/Dpr/Srt/B","01/13/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0739.006/0103","",""
"PT Semangat Anak Rantau","GWK Br. Dharma Desa Ungasan Kec. Kuta Selatan, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/59C/Dpr/Srt/B","01/13/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0977.034/0007","",""
"PT Semangat Anak Rantau","Jl. Raya Ubud Lingk. Ubud Kelod Kel. Ubud Kec. Ubud, Kab. Gianyar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/59C/Dpr/Srt/B","01/13/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0977.033/0007","",""
"PT Asia Ritz Valutamas","Jl. Warung Buncit Raya No. 36 RT.002/011, Kel. Ragunan, Kec. Pasar Minggu, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/30/Jkt/Srt/B","01/09/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0143.005/0045","",""
"PT Haloha Valuta Asing","JL. Bundo Kanduang No.35 Padang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/PDG/2020","01/03/2020","","KPwBI Provinsi Sumatera Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1377.001/0016","",""
"PT Nium Mitra Indonesia","Pondok Indah Office Office Tower 3, 17th Floor, Jl. Sultan Iskandar Muda Kav. V-TA, Jakarta 12310","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/261/Jkt/1","12/27/2019","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0002","",""
"PT Mitra Cahaya Sampoerna","Dsn. Jabon, RT.002/RW.003, Ds. Jatimulyo, Kec. Kauman, Kab. Tulungagung","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/268/Kd/5","12/23/2019","","KPwBI Kediri","","Layanan Remitansi","Remittance Services","","Izin Dicabut","ptd","0007.001/0002","",""
"PT Geren Batam Valas","Jl. Pembangunan Ruko Plaza Top 100 Blok A No. 11, Kel. Batu Selicin, Kec. Lubuk Baja, Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/43/KEP.GBI/Btm/2019","12/23/2019","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1379.001/0183","",""
"PT Jineng Sari Valuta Utama","Jl. Pintas Siligita, Lingkungan Peminge, Kel. Benoa, kec. Kuta Selatan, Badung (Coco Supermarket Siligita)","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2433/Dpr/Srt/B","12/23/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0625.007/0089","",""
"PT Intan Sori Valas","Panbil Mall, Lantai Dasar No.46-47, Kel. Muka Kuning","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/44/KEP.GBI/Btm/2019","12/23/2019","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1378.001/0182","",""
"PT Geren Batam Remitan","Jl. Pembangunan Ruko Plaza Top 100 Blok A no. 11, Kel. Batu Selicin, Kec. Lubuk Baja, Batam","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/277/Btm/98","12/20/2019","","KPwBI Provinsi Kepulauan Riau","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0014.001/0051","",""
"PT Emvindo Valas Pratama","Fresh Market PIK Blok TP/25, Jl. Pantai Indah Kapuk Boulevard No.29-30, Kel. Kamal Muara, Kec. Penjaringan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/21/KEP.GBI/Jkt/2019","12/19/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1372.001/0386","",""
"PT Lestari Valas Abadi","Jl. Ahmad Yani No. 126 Kel. Gunungparang Kec. Cikole, Sukabumi","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/4/KEP.GBI/Bd/2019","12/19/2019","","KPwBI Provinsi Jawa Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1343.001/0039","",""
"PT Bali Artha Mandiri","Jl. Raya Anyar No. 23 Br. Anyar Kaja Kerobokan Utara, Kabupaten Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2430/Dpr/Srt/B","12/19/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0662.003/0094","",""
"PT BPD Bali","Jl. Raya Puputan Nitimandala, Denpasar","1500844","QRIS","QRIS","21/576/DKSP/Srt/B","12/18/2019","Qris BPD Bali (fitur bpd bali mobile)","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","merchant@bpdbali.co.id","https://www.bpdbali.co.id/page/read/145"
"PT Transaksi Artha Gemilang","Plaza Mutiara, Suite 2103, Jl. DR. Ide Anak Agung Gde Agung, Kav. E.1.2 No. 182, Jakarta 12950","1500749 / 08111678894","QRIS","QRIS","21/579/DKSP/Srt/B","12/18/2019","OttoCash","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","halo@ottopay.id","https://ottopay.id/bantuan/"
"PT Andalan Super Prioritas","Kota Wisata Ruko Sentra Eropa Blok D No. 52, Desa Ciangsana, Kec. Gunung Putri, Kab. Bogor","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/20/KEP.GBI/Jkt/2019","12/17/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1371.001/0385","",""
"PT Arya Ernata Valuta","Jl. Pantai Berawa No. 46X, Tibubeneng Kuta Utara, Kabupaten Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2399A/Dpr/Srt/B","12/16/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0290.004/0049","",""
"PT Bali Primadana Gemilang","Jl. By Pass Ngurah Rai No. 47, Jimbaran, Kuta Selatan, kabupaten Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2399B/Dpr/Srt/B","12/16/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0686.006/0098","",""
"PT Cahaya Adi Sukses Hutama","Jl. Dewi Sartika No. 120 B, Lingkungan Segara, Kuta, Kabupaten Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1098/Jkt/Srt/B","12/13/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0109.005/0032","",""
"PT Yuans Eka Valasindo","Jl. Yos Sudarso No. 41, Tulungagung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1306/Kd/Srt/B","12/12/2019","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0999.002/0010","",""
"PT Yuans Eka Valasindo","Jl. I Gusti Ngurah Rai No. 112, Tulungagung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1306/Kd/Srt/B","12/12/2019","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0999.003/0010","",""
"PT Yuans Eka Valasindo","Jl. Supriyadi No. 12, Jepun, Tulungagung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1306/Kd/Srt/B","12/12/2019","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0999.004/0010","",""
"PT Yuans Eka Valasindo","Jl. Gajah Mada No. 4, Ponorogo","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1306/Kd/Srt/B","12/12/2019","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0999.005/0010","",""
"PT Permata Valas Utama","ITC Permata Hijau Lt. Dasar Blok C-18 No. 1, Jl. Arteri Permata Hijau, Kel. Grogol Utara, Kec. Keb. Lama, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/19/KEP.GBI/Jkt/2019","12/10/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1373.001/0387","",""
"PT Surya Citra Remitan","Jl. Pembangunan Komplek Penuin Center Blok E No. 10, Kec. Lubuk Baja, Batam","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/271/Btm/97","12/06/2019","","KPwBI Provinsi Kepulauan Riau","","Layanan Remitansi","Remittance Services","","Izin Dicabut","ptd","0014.001/0050","",""
"PT Nusa Multi Valas","Aeon Mall Jakarta Garden City Lt. GF No. G-76, Jakarta Timur","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1065/Jkt/Srt/B","12/05/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0411.002/0145","",""
"PT Srikandi Putra Prima","Jl. Letjend Suprapto No. 11, Slawi","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/430a/Tgl/Srt/B","12/04/2019","","KPwBI Tegal","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0432.002/0001","",""
"PT Surya Kencana Valas","Mangga Dua Square Lt. LG Blok A No. 265, Ancol, Pademangan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/18/KEP.GBI/Jkt/2019","12/03/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1370.001/0273","",""
"PT Multi Sinar Cahaya Makmur","Komplek Duta Merlin Blok C No. 12, Jl. Gajah Mada No. 3-5, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/17/KEP.GBI/Jkt/2019","12/03/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1374.001/0388","",""
"PT Huang Jia Ming","Bengkong Center Blok A No. 24-25, Kel. Bengkong Laut, Kec. Bengkong, Kota Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1781/Btm/Srt/B","12/03/2019","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","1025.002/0147","",""
"PT Jaya Makmur Valasindo","Jl. Budi Karya Blok A No. 3, Pontianak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/3/KEP.GBI/Ptk/2019","11/26/2019","","KPwBI Provinsi Kalimantan Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","1367.001/0041","",""
"PT Padi Mandiri Valuta","Jl. By Pass Ngurah Rai No. 41X, Lingkungan Tegal, Kelurahan Jimbaran, Kec. Kuta Selatan, Kab. Badung, Bali","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/771/Mtr/Srt/B","11/21/2019","","KPwBI Provinsi Nusa Tenggara Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0828.010/0006","",""
"PT Pati Money Changer","Jl. Soekarno-Hatta, Dusun Yom City, Gampong Lambaro, Kecamatan Ingin Jaya, Aceh Besar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/6/KEP.GBI/BNA/2019","11/20/2019","","KPwBI Provinsi Aceh","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1375.001/0007","",""
"PT Royal Cipta Dirgantara","Jl. T. Nyak Arif No. 7, Gampong Lamgugob, Banda Aceh","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/7/KEP.GBI/BNA/2019","11/20/2019","","KPwBI Provinsi Aceh","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1376.001/0008","",""
"PT Dompet Harapan Bangsa","District 8 Gedung Treasury Tower SCBD Lot 28 lantai 21 Unit G, H, I & J, Jl. Jend. Sudirman Kav. 52-53, Kel. Senayan, Kec. Kebayoran Baru, DKI Jakarta","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/267/Jkt/3 ","11/20/2019","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0001","",""
"PT Perdana Mulia Masrur Valasindo","Jl. By Pass Ngurah Rai Jimbaran, Lingkungan Tegal Kelurahan Jimbaran, Kec. Kuta Selatan, Kabupaten Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2250/Dpr/Srt/B","11/19/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0837.008/0112","",""
"PT Prima Arta Persada","Jl. Raya Karangampel Blok Embet RT. 025 RW. 005 Desa Karangampel Kidul Kec. Karangampel Kab. Indramayu","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/875/Cn-SPKI/Srt/B","11/19/2019","","KPwBI Cirebon","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0101.005/0005","",""
"PT Indoraya Sehati Remittance","Jl. Letjend. Soeprapto No. 87 Kel. Meral Kota Kec. Meral, Tanjung Balai Karimun","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/266/Btm/96","11/14/2019","","KPwBI Provinsi Kepulauan Riau","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0014.001/0049","",""
"PT Semangat Anak Rantau","Jl. Pura Batu Mejan Banjar Canggu, Desa Canggu, Kec. Kuta Utara Kab. Badung (Coco Gourmet)","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2025A/Dpr/Srt/B","11/12/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0977.032/0007","",""
"PT Bank Danamon Indonesia, Tbk (merger dengan PT Bank Nusantara Parahyangan) ","Menara Danamon, Jl. HR. Rasuna Said, Kav. C. 10, Jakarta 12940","1500090","QRIS","QRIS","21/438/DKSP/Srt/B","11/08/2019","QR Danamon","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","qr.danamon@danamon.co.id","https://www.danamon.co.id/id/e-banking/personal/qr"
"PT Zen Etransfer Nusantara","Jl. KH. Zainul Arifin, Komp. Ketapang Indah B3, No. 20, Jakarta Barat 11140","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","21/265/Jkt/2","11/07/2019","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0003","",""
"PT Tri Handika Valas","Jl. Kartika Plaza (Depan Centro Discovery Shopping mall) Lingkungan Anyar Kuta, Kel. Kuta, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2178/Dpr/Srt/B","11/06/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Izin Dicabut","pva","0962.003/0127","",""
"PT Prasarana Makmur Valasindo","Jl. Dyana Pura Panca Jaya, Lingkungan Seminyak Kel. Seminyak, Kec. Kuta, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2182/Dpr/Srt/B","11/06/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0470.028/0082","",""
"PT Bali Asri Valuta","Jl. Uluwatu No. 6, Ungasan Kuta Selatan, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2183/Dpr/Srt/B","11/06/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1297.002/0147","",""
"PT Central Kuta","Jl. Monkey Forest, Lingkungan Padangtegal Kelod Ubud, Kabupaten Gianyar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/2181/Dpr/Srt/B","11/06/2019","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0327.060/0062","",""
"PT Widjaya Handal Artha","Apartemen Greenbay Pluit E/GF/12, Jl. Pluit Karang Ayu Blok B1, Pluit Penjaringan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/16/KEP.GBI/Jkt/2019","11/05/2019","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1365.001/0012","",""
"PT Moro Seneng Group Valas","Jl. HOS Cokroaminoto No. 36, Ponorogo","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","21/1165/Kd/Srt/B","11/04/2019","","KPwBI Kediri","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1005.002/0015","",""
